"","Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num"
"736","DP","0","BT","BS","Z5","Z5","Z5","Z5","Z5","Z2","In",1241,224
"737","F","1","FS","BT","Z5","Z5","Z5","Z2","Z2","Z4","In",1242,224
"738","DP","0","FT","FS","Z5","Z5","Z2","Z4","Z4","Z5","In",1243,224
"739","F","1","BS","FT","Z5","Z2","Z4","Z5","Z5","Z2","In",1244,224
"740","DP","0","FT","BS","Z2","Z4","Z5","Z2","Z2","Z2","In",1245,224
"741","F","1","FL","FT","Z4","Z5","Z2","Z2","Z2","Z2","Long",1246,224
"742","F","1","BS","FT",NA,NA,"Z2","Z4","Z4","Z3","Long",1249,225
"743","F","1","FT","BS",NA,NA,"Z4","Z4","Z4","Z5","In",1252,226
"744","DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z2","In",1255,227
"745","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1259,228
"746","F","0","FS","BT",NA,"Z5","Z5","Z5","Z5","Z1","In",1260,228
"747","DP","1","FO","FS","Z5","Z5","Z5","Z1","Z1","Z5","In",1261,228
"748","DP","1","FT","FS",NA,NA,"Z2","Z3","Z3","Z4","In",1264,229
"749","F","0","BS","FT",NA,"Z2","Z3","Z4","Z4","Z5","In",1265,229
"750","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1269,230
"751","F","0","BS","BT",NA,"Z5","Z5","Z5","Z5","Z5","In",1270,230
"752","DP","1","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",1271,230
"753","F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z2","In",1272,230
"754","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1276,231
"755","F","0","BS","FT",NA,"Z3","Z4","Z5","Z5","Z5","In",1277,231
"756","DP","1","FT","BS","Z3","Z4","Z5","Z5","Z5","Z5","In",1278,231
"757","F","0","BT","FT","Z4","Z5","Z5","Z5","Z5","Z3","In",1279,231
"758","DP","1","FS","BT","Z5","Z5","Z5","Z3","Z3","Z4","In",1280,231
"759","F","0","FT","FS","Z5","Z5","Z3","Z4","Z4","Z2","In",1281,231
"760","DP","1","FS","FT","Z5","Z3","Z4","Z2","Z2","Z5","In",1282,231
"761","F","0","BV","FS","Z3","Z4","Z2","Z5","Z5","Z4","In",1283,231
"762","DP","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1286,232
"763","F","0","BS","FT",NA,"Z5","Z5","Z5","Z5","Z5","In",1287,232
"764","DP","1","FT","BS","Z5","Z5","Z5","Z5","Z5","Z2","In",1288,232
"765","F","0","FT","FT","Z5","Z5","Z5","Z2","Z2","Z2","In",1289,232
"766","DP","1","FT","FT","Z5","Z5","Z2","Z2","Z2","Z5","In",1290,232
"767","F","0","BS","FT","Z5","Z2","Z2","Z5","Z5","Z3","In",1291,232
"768","DP","1","FT","BS","Z2","Z2","Z5","Z3","Z3","Z3","In",1292,232
"769","F","0","FT","FT","Z2","Z5","Z3","Z3","Z3","Z3","In",1293,232
"770","DP","1","FT","FT","Z5","Z3","Z3","Z3","Z3","Z5","In",1294,232
"771","F","0","BS","FT","Z3","Z3","Z3","Z5","Z5","Z5","In",1295,232
"772","DP","1","BT","BS","Z3","Z3","Z5","Z5","Z5","Z2","In",1296,232
"773","F","0","FS","BT","Z3","Z5","Z5","Z2","Z2","Z3","In",1297,232
"774","F","1","FV","FS",NA,NA,"Z4","Z3","Z3","Z5","In",1303,234
"775","F","1","BV","BT","Z4","Z3","Z5","AT_NET","Z5","Z2","In",1305,234
"776","F","1","FV","FT",NA,NA,"Z2","Z3","Z3","Z4","Long",1308,235
"777","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",1313,237
"778","DP","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z5","In",1314,237
"779","F","1","BS","FT","Z2","Z3","Z3","Z5","Z5","Z5","In",1315,237
"780","DP","0","BS","BS","Z3","Z3","Z5","Z5","Z5","Z2","In",1316,237
"781","F","1","FT","BS","Z3","Z5","Z5","Z2","Z2","Z2","In",1317,237
"782","DP","0","FS","FT","Z5","Z5","Z2","Z2","Z2","Z5","In",1318,237
"783","F","1","BS","FS","Z5","Z2","Z2","Z5","Z4","Z5","In",1319,237
"784","DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z3","In",1322,238
"785","F","0","FT","FT",NA,"Z3","Z3","Z3","Z3","Z4","In",1323,238
"786","DP","1","BT","FT","Z3","Z3","Z3","Z4","Z4","Z4","In",1324,238
"787","F","0","FT","BT","Z3","Z3","Z4","Z4","Z4","Z3","In",1325,238
"788","DP","1","FT","FT","Z3","Z4","Z4","Z3","Z3","Z2","In",1326,238
"789","DP","1","FS","FS",NA,NA,"Z4","Z4","Z4","Z5","Wide",1330,239
"790","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z2","In",1333,240
"791","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",1338,242
"792","F","0","BS","FT",NA,"Z5","Z4","Z5","Z5","Z2","In",1339,242
"793","DP","1","FT","BS","Z5","Z4","Z5","Z2","Z2","Z2","In",1340,242
"794","F","0","FT","FT","Z4","Z5","Z2","Z2","Z2","Z5","In",1341,242
"795","DP","1","BT","FT","Z5","Z2","Z2","Z5","Z5","Z5","In",1342,242
"796","F","0","BS","BT","Z2","Z2","Z5","Z5","Z5","Z2","In",1343,242
"797","DP","1","FT","BS","Z2","Z5","Z5","Z2","Z2","Z2","In",1344,242
"798","F","0","FT","FT","Z5","Z5","Z2","Z2","Z2","Z2","In",1345,242
"799","DP","1","FT","FT","Z5","Z2","Z2","Z2","Z2","Z5","In",1346,242
"800","F","1","BS","BT",NA,NA,"Z5","Z4","Z4","Z4","In",1349,243
"801","DP","0","BT","BS",NA,"Z5","Z4","Z4","Z5","Z5","In",1350,243
"802","F","1","BS","BT","Z5","Z4","Z4","Z5","Z5","Z4","In",1351,243
"803","DP","0","FT","BS","Z4","Z4","Z5","Z4","Z5","Z3","Long",1352,243
"804","F","1","BS","BT",NA,NA,"Z3","Z4","Z4","Z3","In",1360,246
"805","DP","0","BT","BS",NA,"Z3","Z4","Z3","Z4","Z3","In",1361,246
"806","F","1","FT","BT","Z3","Z4","Z3","Z3","Z3","Z4","In",1362,246
"807","DP","0","BT","FT","Z4","Z3","Z3","Z4","Z4","Z5","In",1363,246
"808","F","1","BS","BT","Z3","Z3","Z4","Z5","Z5","Z5","In",1364,246
"809","DP","0","FT","BS","Z3","Z4","Z5","Z5","Z5","Z2","In",1365,246
"810","F","1","FT","FT","Z4","Z5","Z5","Z2","Z2","Z5","Long",1366,246
"811","F","1","FT","FT",NA,NA,"Z4","Z3","Z3","Z3","Long",1369,247
"812","F","1","FS","FT",NA,NA,"Z4","Z3","Z3","Z5","In",1375,249
"813","DP","0","FT","FS",NA,"Z4","Z3","Z5","Z5","Z4","Long",1376,249
"814","F","1","FT","BT",NA,NA,"Z3","Z4","Z4","Z5","Wide",1379,250
"815","F","1","FT","FT",NA,NA,"Z4","Z3","Z3","Z3","In",1382,251
"816","DP","0","FT","FT",NA,"Z4","Z3","Z3","Z3","Z3","Long",1383,251
"817","F","1","FT","BT",NA,NA,"Z2","Z3","Z3","Z2","In",1386,252
"818","DP","0","FT","FT",NA,"Z2","Z3","Z2","Z2","Z5","In",1387,252
"819","F","1","BS","FT","Z2","Z3","Z2","Z5","Z5","Z4","In",1388,252
"820","DP","0","BT","BS","Z3","Z2","Z5","Z4","Z4","Z3","In",1389,252
"821","F","1","FT","BT","Z2","Z5","Z4","Z3","Z3","Z2","In",1390,252
"822","DP","0","FT","FT","Z5","Z4","Z3","Z2","Z2","Z4","Long",1391,252
"823","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",1398,255
"824","F","0","BS","FT",NA,"Z5","Z4","Z5","Z5","Z3","In",1399,255
"825","DP","1","FT","BS","Z5","Z4","Z5","Z3","Z3","Z5","In",1400,255
"826","DP","1","FS","FT",NA,NA,"Z5","Z3","Z3","Z2","In",1403,256
"827","DP","1","FT","FS",NA,NA,"Z2","Z3","Z3","Z5","In",1407,257
"828","F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z4","In",1410,258
"829","DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",1414,259
"830","F","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z3","In",1415,259
"831","DP","1","FS","FT","Z4","Z4","Z3","Z3","Z3","Z5","In",1416,259
"832","F","0","BS","FS","Z4","Z3","Z3","Z5","Z5","Z5","In",1417,259
"833","DP","1","BT","BS","Z3","Z3","Z5","Z5","Z5","Z5","In",1418,259
"834","F","0","BS","BT","Z3","Z5","Z5","Z5","Z5","Z4","In",1419,259
"835","DP","1","FT","BS","Z5","Z5","Z5","Z4","Z4","Z5","In",1420,259
"836","F","0","BT","FT","Z5","Z5","Z4","Z5","Z5","Z4","In",1421,259
"837","DP","1","BT","BT","Z5","Z4","Z5","Z4","Z4","Z2","In",1422,259
"838","F","0","FS","BT","Z4","Z5","Z4","Z2","Z2","Z2","Out",1423,259
"839","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z3","In",1426,260
"840","F","0","FT","FT",NA,"Z3","Z4","Z3","Z3","Z5","In",1427,260
"841","DP","1","BT","FT","Z3","Z4","Z3","Z5","Z5","Z4","In",1428,260
"842","F","0","FT","BT","Z4","Z3","Z5","Z4","Z4","Z3","In",1429,260
"843","DP","1","FT","FT","Z3","Z5","Z4","Z3","Z3","Z4","In",1430,260
"844","F","0","FT","FT","Z5","Z4","Z3","Z4","Z4","Z2","In",1431,260
"845","DP","1","FT","FT","Z4","Z3","Z4","Z2","Z2","Z3","In",1432,260
"846","F","0","FT","FT","Z3","Z4","Z2","Z3","Z2","Z2","In",1433,260
"847","DP","1","FT","FT","Z4","Z2","Z3","Z2","Z2","Z5","In",1434,260
"848","F","0","BS","FT","Z2","Z3","Z2","Z5","Z5","Z5","In",1435,260
"849","DP","1","FT","BS","Z3","Z2","Z5","Z5","Z5","Z5","In",1436,260
"850","F","0","BS","FT","Z2","Z5","Z5","Z5","Z5","Z2","Long",1437,260
"851","F","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1442,262
"852","DP","0","BL","FT",NA,"Z3","Z4","Z5","Z5","Z2","Wide",1443,262
"853","DP","1","FT","BS",NA,NA,"Z5","Z4","Z5","Z5","In",1446,263
"854","F","0","BS","FT",NA,"Z5","Z4","Z5","Z5","Z4","In",1447,263
"855","DP","1","FS","BS","Z5","Z4","Z5","Z4","Z4","Z5","In",1448,263
"856","F","0","BS","FS","Z4","Z5","Z4","Z5","Z5","Z4","In",1449,263
"857","DP","1","FT","BS","Z5","Z4","Z5","Z4","Z4","Z3","In",1450,263
"858","F","0","FT","FT","Z4","Z5","Z4","Z3","Z3","Z5","Wide",1451,263
"859","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z4","In",1454,264
"860","F","0","FT","FT",NA,"Z3","Z4","Z4","Z4","Z5","Wide",1455,264
"861","DP","1","BT","BT",NA,NA,"Z3","Z5","Z5","Z4","In",1458,265
"862","F","0","FT","BT",NA,"Z3","Z5","Z4","Z4","Z4","In",1459,265
"863","DP","1","FT","FT","Z3","Z5","Z4","Z4","Z4","Z5","In",1460,265
"864","DP","1","FT","BS",NA,NA,"Z3","Z2","Z2","Z2","In",1465,267
"865","F","0","FS","FT",NA,"Z3","Z2","Z2","Z2","Z3","In",1466,267
"866","DP","1","FT","FT",NA,NA,"Z4","Z3","Z3","Z5","In",1470,268
"867","F","0","BS","FT",NA,"Z4","Z3","Z5","Z5","Z5","In",1471,268
"868","DP","1","BS","BS","Z4","Z3","Z5","Z5","Z5","Z5","In",1472,268
"869","F","0","BS","BS","Z3","Z5","Z5","Z5","Z5","Z2","Wide",1473,268
"870","DP","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z5","In",1476,269
"871","F","0","BS","FT",NA,"Z3","Z3","Z5","Z5","Z2","Out",1477,269
"872","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",1482,271
"873","DP","0","BT","FT",NA,"Z4","Z4","Z5","Z5","Z5","In",1483,271
"874","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z2","Long",1489,273
"875","F","1","FS","FT",NA,NA,"Z2","Z3","Z3","Z4","In",1492,274
"876","DP","0","FT","FS",NA,"Z2","Z3","Z4","Z3","Z4","In",1493,274
"877","F","1","FT","FT","Z2","Z3","Z4","Z4","Z4","Z3","In",1494,274
"878","DP","0","FT","FT","Z3","Z4","Z4","Z3","Z3","Z3","In",1495,274
"879","F","1","FT","FT","Z4","Z4","Z3","Z3","Z3","Z2","In",1496,274
"880","F","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z2","In",1500,275
"881","DP","0","FT","FT",NA,"Z5","Z4","Z2","Z2","Z2","In",1501,275
"882","DP","1","BS","FT",NA,NA,"Z2","Z4","Z4","Z5","In",1504,276
"883","F","0","BS","BS",NA,"Z2","Z4","Z5","Z5","Z5","In",1505,276
"884","DP","1","BT","BS","Z2","Z4","Z5","Z5","Z5","Z5","In",1506,276
"885","F","0","BT","BT","Z4","Z5","Z5","Z5","Z5","Z2","In",1507,276
"886","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1510,277
"887","F","0","BT","BT",NA,"Z5","Z5","Z5","Z5","Z3","In",1511,277
"888","DP","1","FT","BT","Z5","Z5","Z5","Z3","Z3","Z2","In",1512,277
"889","F","0","FT","FT","Z5","Z5","Z3","Z2","Z2","Z2","In",1513,277
"890","DP","1","FT","FT","Z5","Z3","Z2","Z2","Z2","Z4","In",1514,277
"891","F","0","BS","FT","Z3","Z2","Z2","Z4","Z4","Z5","In",1515,277
"892","DP","1","BS","BS","Z2","Z2","Z4","Z4","Z5","Z5","In",1516,277
"893","F","0","FT","BS","Z2","Z4","Z5","Z5","Z5","Z2","Wide",1517,277
"894","DP","1","BT","BS",NA,NA,"Z3","Z4","Z4","Z2","In",1520,278
"895","F","0","FL","BT",NA,"Z3","Z4","Z2","Z2","Z2","In",1521,278
"896","DP","1","FO","FL","Z3","Z4","Z2","Z2","Z2","Z5","In",1522,278
"897","F","0","BS","FO","Z4","Z2","Z2","Z5","Z5","Z6","In",1523,278
"898","DP","1","FT","BS",NA,NA,"Z5","Z4","Z5","Z2","In",1527,279
"899","DP","1","FT","BS",NA,NA,"Z4","Z4","Z4","Z5","In",1530,280
"900","F","0","BS","FT",NA,"Z4","Z4","Z5","Z4","Z4","In",1531,280
"901","DP","1","BT","BS",NA,NA,"Z6","Z5","Z5","Z5","In",1535,281
"902","F","0","BL","BT",NA,"Z6","Z5","Z5","Z5","Z4","Long",1536,281
"903","DP","1","FT","FS",NA,NA,"Z2","Z2","Z2","Z5","In",1539,282
"904","F","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1544,284
"905","DP","0","BT","FT",NA,"Z3","Z4","Z5","Z5","Z3","Long",1545,284
"906","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","In",1548,285
"907","DP","0","BS","FT",NA,"Z2","Z3","Z5","Z5","Z3","Long",1549,285
"908","F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z2","In",1552,286
"909","DP","0","FS","FT",NA,"Z5","Z4","Z2","Z2","Z2","Wide",1553,286
"910","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1560,289
"911","F","0","BT","BT",NA,"Z5","Z5","Z5","Z5","Z4","In",1561,289
"912","DP","1","FT","BT","Z5","Z5","Z5","Z4","Z4","Z5","In",1562,289
"913","F","0","BS","FT","Z5","Z5","Z4","Z5","Z5","Z4","In",1563,289
"914","DP","1","FT","BS","Z5","Z4","Z5","Z4","Z4","Z5","In",1564,289
"915","F","0","BT","FT","Z4","Z5","Z4","Z5","Z5","Z4","In",1565,289
"916","DP","1","FT","BT","Z5","Z4","Z5","Z4","Z4","Z5","In",1566,289
"917","F","0","BS","FT","Z4","Z5","Z4","Z5","Z5","Z2","In",1567,289
"918","DP","1","FT","BS","Z5","Z4","Z5","Z2","Z2","Z5","In",1568,289
"919","F","0","BT","FT","Z4","Z5","Z2","Z5","Z4","Z3","In",1569,289
"920","DP","1","FT","BT","Z5","Z2","Z5","Z3","Z3","Z2","In",1570,289
"921","F","0","FT","FT","Z2","Z5","Z3","Z2","Z2","Z4","In",1571,289
"922","DP","1","BT","FT","Z5","Z3","Z2","Z4","Z4","Z4","In",1572,289
"923","F","0","BS","BT","Z3","Z2","Z4","Z4","Z4","Z5","In",1573,289
"924","DP","1","BT","BS","Z2","Z4","Z4","Z5","Z4","Z3","In",1574,289
"925","F","0","FT","BT","Z4","Z4","Z5","Z3","Z3","Z5","In",1575,289
"926","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1579,290
"927","DP","1","BT","BS",NA,NA,"Z3","Z5","Z5","Z5","In",1586,292
"928","F","0","BS","BT",NA,"Z3","Z5","Z5","Z5","Z4","In",1587,292
"929","DP","1","FT","BS","Z3","Z5","Z5","Z4","Z4","Z5","In",1588,292
"930","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1592,293
"931","F","0","BT","BT",NA,"Z5","Z5","Z5","Z5","Z2","Wide",1593,293
"932","F","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z2","In",1596,294
"933","DP","0","FS","FT",NA,"Z5","Z4","Z2","Z2","Z3","In",1597,294
"934","F","1","FT","FS","Z5","Z4","Z2","Z3","Z3","Z5","In",1598,294
"935","F","1","FT","BS",NA,NA,"Z3","Z2","Z2","Z1","In",1601,295
"936","F","1","BS","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1604,296
"937","DP","1","FS","BS",NA,NA,"Z3","Z4","Z4","Z3","In",1610,298
"938","F","0","FT","FS",NA,"Z3","Z4","Z3","Z3","Z5","Wide",1611,298
"939","DP","1","FT","FT",NA,NA,"Z2","Z4","Z4","Z5","In",1616,300
"940","F","0","BS","FT",NA,"Z2","Z4","Z5","Z5","Z4","In",1617,300
"941","DP","1","BT","BS","Z2","Z4","Z5","Z4","Z5","Z5","In",1618,300
"942","F","0","BS","BT","Z4","Z5","Z4","Z5","Z5","Z5","Long",1619,300
"943","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z2","In",1622,301
"944","F","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z5","In",1625,302
"945","DP","0","BT","FT",NA,"Z3","Z3","Z5","Z5","Z5","In",1626,302
"946","F","1","BT","BT","Z3","Z3","Z5","Z5","Z5","Z4","In",1627,302
"947","DP","0","BT","BT","Z3","Z5","Z5","Z4","Z5","Z4","In",1628,302
"948","F","1","BS","BT","Z5","Z5","Z4","Z4","Z4","Z5","Wide",1629,302
"949","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z2","In",1635,304
"950","F","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",1639,305
"951","DP","0","BT","FT",NA,"Z5","Z5","Z5","Z5","Z5","In",1640,305
"952","F","1","BS","BT","Z5","Z5","Z5","Z5","Z5","Z5","Wide",1641,305
"953","F","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",1644,306
"954","DP","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",1645,306
"955","F","1","BS","FT","Z3","Z3","Z2","Z5","Z5","Z5","In",1646,306
"956","DP","0","BT","BS","Z3","Z2","Z5","Z5","Z5","Z5","In",1647,306
"957","F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z5","In",1648,306
"958","DP","0","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",1649,306
"959","F","1","BS","BT","Z5","Z5","Z5","Z4","Z4","Z3","In",1650,306
"960","DP","0","FT","BS","Z5","Z5","Z4","Z3","Z3","Z2","In",1651,306
"961","F","1","FT","FT","Z5","Z4","Z3","Z2","Z2","Z2","In",1652,306
"962","DP","0","FT","FT","Z4","Z3","Z2","Z2","Z2","Z2","In",1653,306
"963","F","1","FL","FT","Z3","Z2","Z2","Z2","Z2","Z3","In",1654,306
"964","DP","0","FT","FL","Z2","Z2","Z2","Z3","Z3","Z4","In",1655,306
"965","F","1","BT","FT","Z2","Z2","Z3","Z4","Z4","Z4","In",1656,306
"966","DP","0","BT","BT","Z2","Z3","Z4","Z4","Z4","Z4","In",1657,306
"967","F","1","FT","BT","Z3","Z4","Z4","Z4","Z5","Z2","In",1658,306
"968","DP","0","FT","FT","Z4","Z4","Z4","Z2","Z2","Z2","Wide",1659,306
"969","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",1666,309
"970","DP","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z2","In",1667,309
"971","F","1","FT","FT","Z4","Z4","Z3","Z2","Z2","Z2","In",1668,309
"972","DP","0","FT","FT","Z4","Z3","Z2","Z2","Z2","Z5","In",1669,309
"973","F","1","BS","BT",NA,NA,"Z5","Z5","Z5","Z3","In",1672,310
"974","DP","0","FT","BS",NA,"Z5","Z5","Z3","Z3","Z2","In",1673,310
"975","F","1","FS","FT","Z5","Z5","Z3","Z2","Z2","Z2","In",1674,310
"976","DP","0","FT","FS","Z5","Z3","Z2","Z2","Z2","Z5","In",1675,310
"977","F","1","BS","FT","Z3","Z2","Z2","Z5","Z5","Z4","Long",1676,310
