"Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num","hit.to.string","rally_length"
"F","1","FT","FT","Z4","Z4","Z4","Z4","Z4","Z3","In",670,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","BT","FT","Z4","Z4","Z4","Z3","Z3","Z5","In",671,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","BS","BT","Z4","Z4","Z3","Z5","Z5","Z2","In",672,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","FT","BS","Z4","Z3","Z5","Z2","Z2","Z5","In",673,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","BT","FT","Z3","Z5","Z2","Z5","Z4","Z3","In",674,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","FT","BT","Z5","Z2","Z5","Z3","Z3","Z3","In",675,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","FT","FT","Z2","Z5","Z3","Z3","Z3","Z3","In",676,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","BT","FT","Z5","Z3","Z3","Z3","Z4","Z3","In",677,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","BT","BT","Z3","Z3","Z3","Z3","Z3","Z2","In",678,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","BT","BT","Z3","Z3","Z3","Z2","Z2","Z2","In",679,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","FT","BT","Z3","Z3","Z2","Z2","Z2","Z2","In",680,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","BT","FT","Z3","Z2","Z2","Z2","Z2","Z2","In",681,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"F","1","FT","BT","Z2","Z2","Z2","Z2","Z2","Z4","In",682,"135","Z3_Z8_Z4_Z9_Z9_Z9_Z8_Z10_Z7_Z5_Z8_Z8_Z8_Z8_Z11_Z7_Z7_Z2_Z13_",20
"N","0","FT",NA,NA,NA,NA,"Z4","Z4","Z3","In",685,"136","Z4_Z3_Z7",3
"F","1","FT","FT",NA,NA,"Z4","Z3","Z4","Z2","In",686,"136","Z4_Z3_Z7",3
"N","0","BS",NA,NA,NA,NA,"Z4","Z4","Z3","In",688,"137","Z4_Z12_Z9_Z5_Z4_Z7_",7
"F","1","BT","BS",NA,NA,"Z4","Z3","Z4","Z4","In",689,"137","Z4_Z12_Z9_Z5_Z4_Z7_",7
"N","0","FT","BT",NA,"Z4","Z3","Z4","Z4","Z5","In",690,"137","Z4_Z12_Z9_Z5_Z4_Z7_",7
"F","1","BT","FT","Z4","Z3","Z4","Z5","Z5","Z4","In",691,"137","Z4_Z12_Z9_Z5_Z4_Z7_",7
"N","0","FT","BT","Z3","Z4","Z5","Z4","Z4","Z2","In",692,"137","Z4_Z12_Z9_Z5_Z4_Z7_",7
"N","0","BL","FV",NA,"Z1","AT_NET","Z3","Z3","Z6","In",697,"138","Z1_Z16_Z8_Z20_Z6",5
"F","1","BO","BL","Z1","AT_NET","Z3","Z6","Z6","Z6","In",698,"138","Z1_Z16_Z8_Z20_Z6",5
"F","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",700,"139","Z2_Z8_Z10_Z8_",5
"N","1","FT","FT",NA,NA,"Z2","Z3","Z2","Z5","In",701,"139","Z2_Z8_Z10_Z8_",5
"F","0","BS","FT",NA,"Z2","Z3","Z5","Z5","Z3","In",702,"139","Z2_Z8_Z10_Z8_",5
"F","0","FT",NA,NA,NA,NA,"Z5","Z5","Z2","In",705,"140","Z5_Z7_Z7_Z1_",5
"N","1","BT","FT",NA,NA,"Z5","Z2","Z3","Z2","In",706,"140","Z5_Z7_Z7_Z1_",5
"F","0","FT","BT",NA,"Z5","Z2","Z2","Z2","Z1","In",707,"140","Z5_Z7_Z7_Z1_",5
"F","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","Long",714,"143","Z2_Z12",2
"F","0","FT",NA,NA,NA,NA,"Z5","Z5","Z3","In",716,"144","Z5_Z12_Z11_Z13",4
"N","1","FT","FT",NA,NA,"Z5","Z3","Z3","Z2","In",717,"144","Z5_Z12_Z11_Z13",4
"F","0","FT","FT",NA,"Z5","Z3","Z2","Z3","Z4","Long",718,"144","Z5_Z12_Z11_Z13",4
"N","0","BL",NA,NA,NA,NA,"Z4","Z4","Z5","Long",722,"146","Z4_Z14",2
"N","0","FT",NA,NA,NA,NA,"Z3","Z3","Z3","In",724,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"F","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",725,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"N","0","BT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",726,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"F","1","BS","BT","Z3","Z3","Z2","Z5","Z4","Z3","In",727,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"N","0","BT","BS","Z3","Z2","Z5","Z3","Z3","Z2","In",728,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"F","1","FT","BT","Z2","Z5","Z3","Z2","Z2","Z2","In",729,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"N","0","BS","FT","Z5","Z3","Z2","Z2","Z2","Z5","In",730,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"F","1","BT","BS","Z3","Z2","Z2","Z5","Z4","Z1","In",731,"147","Z3_Z8_Z2_Z5_Z12_Z7_Z2_Z10_Z15",9
"N","0","FT",NA,NA,NA,NA,"Z5","Z5","Z5","In",733,"148","Z5_Z10_Z8_Z8_Z10_",6
"F","1","BS","FT",NA,NA,"Z5","Z5","Z5","Z3","In",734,"148","Z5_Z10_Z8_Z8_Z10_",6
"N","0","BT","BS",NA,"Z5","Z5","Z3","Z3","Z3","In",735,"148","Z5_Z10_Z8_Z8_Z10_",6
"F","1","FT","BT","Z5","Z5","Z3","Z3","Z3","Z5","In",736,"148","Z5_Z10_Z8_Z8_Z10_",6
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z2","In",739,"149","Z5_Z7_Z8_Z7",4
"N","1","BT","BT",NA,NA,"Z5","Z2","Z3","Z3","In",740,"149","Z5_Z7_Z8_Z7",4
"F","0","FT","BT",NA,"Z5","Z2","Z3","Z3","Z2","Wide",741,"149","Z5_Z7_Z8_Z7",4
"F","0","BT",NA,NA,NA,NA,"Z3","Z3","Z2","In",743,"150","Z3_Z7_Z6_Z10_Z11",5
"N","1","BT","BT",NA,NA,"Z3","Z2","Z2","Z6","In",744,"150","Z3_Z7_Z6_Z10_Z11",5
"F","0","BT","BT",NA,"Z3","Z2","Z6","Z5","Z5","In",745,"150","Z3_Z7_Z6_Z10_Z11",5
"N","1","FT","BT","Z3","Z2","Z6","Z5","Z5","Z2","Long",746,"150","Z3_Z7_Z6_Z10_Z11",5
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","In",748,"151","Z5_Z10_Z7",3
"N","1","FT","BT",NA,NA,"Z5","Z5","Z5","Z2","In",749,"151","Z5_Z10_Z7",3
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","In",753,"153","Z5_Z5_Z7_",4
"N","1","FT","BT",NA,NA,"Z5","Z5","Z5","Z2","In",754,"153","Z5_Z5_Z7_",4
"N","0","FT",NA,NA,NA,NA,"Z3","Z3","Z4","In",763,"156","Z3_Z13_Z12_Z10_",5
"F","1","BS","FT",NA,NA,"Z3","Z4","Z4","Z3","In",764,"156","Z3_Z13_Z12_Z10_",5
"N","0","FT","BS",NA,"Z3","Z4","Z3","Z3","Z5","In",765,"156","Z3_Z13_Z12_Z10_",5
"N","0","FT",NA,NA,NA,NA,"Z5","Z5","Z5","In",768,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"F","1","BT","FT",NA,NA,"Z5","Z5","Z5","Z2","In",769,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"N","0","BL","BT",NA,"Z5","Z5","Z2","Z2","Z1","In",770,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"F","1","FO","BL","Z5","Z5","Z2","Z1","Z5","Z2","In",771,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"N","0","BT","FO","Z5","Z2","Z1","Z2","Z3","Z6","In",772,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"F","1","BV","BT","Z2","Z1","Z2","Z6","AT_NET","Z2","In",773,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"N","0","BS","BV","Z1","Z2","Z6","Z2","Z2","Z6","Long",774,"157","Z5_Z5_Z7_Z18_Z7_Z17_Z2_Z20",8
"N","0","BT",NA,NA,NA,NA,"Z2","Z2","Z4","In",776,"158","Z2_Z13_Z9_Z10_Z8_Z11",6
"F","1","FT","BT",NA,NA,"Z2","Z4","Z4","Z4","In",777,"158","Z2_Z13_Z9_Z10_Z8_Z11",6
"N","0","FT","FT",NA,"Z2","Z4","Z4","Z4","Z5","In",778,"158","Z2_Z13_Z9_Z10_Z8_Z11",6
"F","1","BS","FT","Z2","Z4","Z4","Z5","Z5","Z3","In",779,"158","Z2_Z13_Z9_Z10_Z8_Z11",6
"N","0","FT","BS","Z4","Z4","Z5","Z3","Z3","Z2","In",780,"158","Z2_Z13_Z9_Z10_Z8_Z11",6
"N","0","BS",NA,NA,NA,NA,"Z4","Z4","Z5","In",782,"159","Z4_Z10_Z7",3
"F","1","FT","BS",NA,NA,"Z4","Z5","Z5","Z2","In",783,"159","Z4_Z10_Z7",3
"F","0","FT",NA,NA,NA,NA,"Z2","Z3","Z2","In",785,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"N","1","BT","FT",NA,NA,"Z2","Z2","Z3","Z2","In",786,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"F","0","FT","BT",NA,"Z2","Z2","Z2","Z2","Z4","In",787,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"N","1","FT","FT","Z2","Z2","Z2","Z4","Z4","Z5","In",788,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"F","0","BT","FT","Z2","Z2","Z4","Z5","Z5","Z5","In",789,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"N","1","FT","BT","Z2","Z4","Z5","Z5","Z5","Z2","In",790,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"F","0","FT","FT","Z4","Z5","Z5","Z2","Z3","Z2","In",791,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"N","1","BT","FT","Z5","Z5","Z2","Z2","Z2","Z6","Wide",792,"160","Z2_Z7_Z7_Z13_Z5_Z10_Z2_Z7_Z6",9
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",794,"161","Z5_Z9_Z12",3
"N","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z3","Long",795,"161","Z5_Z9_Z12",3
"F","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",797,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"N","1","BT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",798,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"F","0","FT","BT",NA,"Z2","Z3","Z3","Z3","Z4","In",799,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"N","1","FT","FT","Z2","Z3","Z3","Z4","Z3","Z5","In",800,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"F","0","BT","FT","Z3","Z3","Z4","Z5","Z4","Z3","In",801,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"N","1","BT","BT","Z3","Z4","Z5","Z3","Z3","Z6","In",802,"162","Z2_Z3_Z8_Z9_Z10_Z12_Z6",7
"F","0","FT",NA,NA,NA,NA,"Z4","Z4","Z3","In",804,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"N","1","FT","FT",NA,NA,"Z4","Z3","Z3","Z2","In",805,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"F","0","FT","FT",NA,"Z4","Z3","Z2","Z3","Z4","In",806,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"N","1","FT","FT","Z4","Z3","Z2","Z4","Z4","Z4","In",807,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"F","0","BT","FT","Z3","Z2","Z4","Z4","Z4","Z5","In",808,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"N","1","FT","BT","Z2","Z4","Z4","Z5","Z5","Z5","In",809,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"F","0","FT","FT","Z4","Z4","Z5","Z5","Z5","Z5","In",810,"163","Z4_Z3_Z7_Z9_Z13_Z10_Z5_Z10",8
"F","0","BT",NA,NA,NA,NA,"Z3","Z3","Z2","In",812,"164","Z3_Z7_Z2",3
"N","1","BT","BT",NA,NA,"Z3","Z2","Z3","Z2","In",813,"164","Z3_Z7_Z2",3
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",815,"165","Z5_Z13_Z12",3
"N","1","FT","BT",NA,NA,"Z5","Z4","Z3","Z3","Long",816,"165","Z5_Z13_Z12",3
"N","0","BT",NA,NA,NA,NA,"Z2","Z2","Z3","In",818,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"F","1","FT","BT",NA,NA,"Z2","Z3","Z3","Z2","In",819,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","BT","FT",NA,"Z2","Z3","Z2","Z2","Z5","In",820,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"F","1","BT","BT","Z2","Z3","Z2","Z5","Z3","Z2","In",821,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","BS","BT","Z3","Z2","Z5","Z2","Z3","Z4","In",822,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"F","1","FT","BS","Z2","Z5","Z2","Z4","Z5","Z2","In",823,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","BT","FT","Z5","Z2","Z4","Z2","Z2","Z2","In",824,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"F","1","FT","BT","Z2","Z4","Z2","Z2","Z3","Z5","In",825,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","FT","FT","Z4","Z2","Z2","Z5","Z4","Z4","In",826,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"F","1","BT","FT","Z2","Z2","Z5","Z4","Z4","Z2","In",827,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","BT","BT","Z2","Z5","Z4","Z2","Z3","Z5","Wide",828,"166","Z2_Z8_Z11_Z10_Z2_Z9_Z7_Z7_Z10_Z9_Z7_Z10",12
"N","0","BT",NA,NA,NA,NA,"Z4","Z4","Z4","In",830,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"F","1","FT","BT",NA,NA,"Z4","Z4","Z4","Z4","In",831,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"N","0","FT","FT",NA,"Z4","Z4","Z4","Z4","Z5","In",832,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"F","1","BT","FT","Z4","Z4","Z4","Z5","Z5","Z4","In",833,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"N","0","FT","BT","Z4","Z4","Z5","Z4","Z3","Z3","In",834,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"F","1","FT","FT","Z4","Z5","Z4","Z3","Z3","Z2","In",835,"167","Z4_Z4_Z9_Z10_Z13_Z12_Z7",7
"N","0","FT",NA,NA,NA,NA,"Z3","Z3","Z4","Long",837,"168","Z3_Z13",2
"F","0","BT",NA,NA,NA,NA,"Z3","Z3","Z3","Long",839,"169","Z3_Z12",2
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",841,"170","Z5_Z13_Z8_Z14",4
"N","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z3","In",842,"170","Z5_Z13_Z8_Z14",4
"F","0","FT","FT",NA,"Z5","Z4","Z3","Z4","Z5","Wide",843,"170","Z5_Z13_Z8_Z14",4
"F","0","BT",NA,NA,NA,NA,"Z3","Z3","Z3","In",845,"171","Z3_Z8_Z11",3
"N","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z2","In",846,"171","Z3_Z8_Z11",3
"N","0","FT",NA,NA,NA,NA,"Z3","Z3","Z6","Wide",848,"172","Z3_Z6",2
"N","0","FT",NA,NA,NA,NA,"Z5","Z5","Z3","In",850,"173","Z5_Z12_Z8_Z10",4
"F","1","FT","FT",NA,NA,"Z5","Z3","Z4","Z3","In",851,"173","Z5_Z12_Z8_Z10",4
"N","0","BT","FT",NA,"Z5","Z3","Z3","Z3","Z5","In",852,"173","Z5_Z12_Z8_Z10",4
"N","0","FT",NA,NA,NA,NA,"Z3","Z2","Z3","In",854,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","FT",NA,NA,"Z3","Z3","Z4","Z2","In",855,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",856,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","BT","Z3","Z3","Z2","Z5","Z4","Z3","In",857,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BT","FT","Z3","Z2","Z5","Z3","Z3","Z3","In",858,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","BT","Z2","Z5","Z3","Z3","Z3","Z3","In",859,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BS","FT","Z5","Z3","Z3","Z3","Z3","Z4","In",860,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","BS","Z3","Z3","Z3","Z4","Z5","Z3","In",861,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BT","FT","Z3","Z3","Z4","Z3","Z3","Z3","In",862,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","BT","Z3","Z4","Z3","Z3","Z3","Z3","In",863,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BT","FT","Z4","Z3","Z3","Z3","Z3","Z4","In",864,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","BT","BT","Z3","Z3","Z3","Z4","Z4","Z3","In",865,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","FT","BT","Z3","Z3","Z4","Z3","Z3","Z5","In",866,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","BT","FT","Z3","Z4","Z3","Z5","Z5","Z3","In",867,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"N","0","BT","BT","Z4","Z3","Z5","Z3","Z3","Z3","In",868,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
"F","1","FT","BT","Z3","Z5","Z3","Z3","Z3","Z5","In",869,"174","Z3_Z8_Z7_Z5_Z8_Z8_Z3_Z9_Z8_Z3_Z8_Z13_Z8_Z5_Z8_Z8_Z10_Z5_Z10_Z9_Z5_Z9_Z8_Z7_Z9_Z10_",27
